ensembl	gene_name	entrezgene	protein	busco
ENSG00000151287	TEX30	93081.0	ENSP00000365200	157469at9347
ENSG00000284099	SQSTM1	8878.0	ENSP00000491834	108074at9347
ENSG00000124226	RNF114	55905.0	ENSP00000244061	166765at9347
ENSG00000284260	RUFY1	80230.0	ENSP00000492748	83866at9347
ENSG00000270181	BIVM-ERCC5	100533467.0	ENSP00000491742	24196at9347
ENSG00000182240	BACE2	25825.0	ENSP00000332979	97757at9347
ENSG00000128791	TWSG1	57045.0	ENSP00000262120	159735at9347
ENSG00000100271	TTLL1	25809.0	ENSP00000266254	90631at9347
ENSG00000080189	SLC35C2	51006.0	ENSP00000439974	148602at9347
ENSG00000150477	KIAA1328	57536.0	ENSP00000280020	80636at9347
ENSG00000284501	MGAT4B	11282.0	ENSP00000491766	59724at9347
ENSG00000282986	EIF3K	27335.0	ENSP00000489438	155625at9347
ENSG00000183087	GAS6	2621.0	ENSP00000331831	47390at9347
ENSG00000283918	MRNIP	51149.0	ENSP00000491991	170040at9347
ENSG00000282992	LGALS4	3960.0	ENSP00000489411	138072at9347
ENSG00000284400	TBC1D9B	23061.0	ENSP00000491373	15116at9347
ENSG00000282853	ECH1	1891.0	ENSP00000489530	134450at9347
ENSG00000160179	ABCG1	9619.0	ENSP00000381475	54831at9347
ENSG00000100124	ANKRD54	129138.0	ENSP00000215941	152381at9347
ENSG00000282947	HNRNPL	3191.0	ENSP00000497157	81307at9347
ENSG00000282895	RINL	126432.0	ENSP00000489071	112325at9347
ENSG00000136146	MED4	29079.0	ENSP00000258648	162024at9347
ENSG00000283100	SIRT2	22933.0	ENSP00000488940	115928at9347
ENSG00000139687	RB1	5925.0	ENSP00000497193	31744at9347
ENSG00000282905	NFKBIB	4793.0	ENSP00000489145	145059at9347
ENSG00000283099	CCER2	643669.0	ENSP00000488939	186062at9347
ENSG00000283104	SARS2	54938.0	ENSP00000489539	78641at9347
ENSG00000124151	NCOA3	8202.0	ENSP00000361073	15759at9347
ENSG00000100300	TSPO	706.0	ENSP00000338004	184894at9347
ENSG00000078043	PIAS2	9063.0	ENSP00000465676	64309at9347
ENSG00000283018	MRPS12	6183.0	ENSP00000488926	189662at9347
ENSG00000292260		147968.0	ENSP00000518255	61013at9347
ENSG00000139746	RBM26	64062.0	ENSP00000267229	40171at9347
ENSG00000100105	PATZ1	23598.0	ENSP00000266269	47721at9347
ENSG00000125266	EFNB2	1948.0	ENSP00000493716	127875at9347
ENSG00000102780	DGKH	160851.0	ENSP00000337572	18617at9347
ENSG00000138944	SHISAL1	85352.0	ENSP00000370568	183491at9347
ENSG00000291964	CENPN	55839.0	ENSP00000517651	134892at9347
ENSG00000215474	SKOR2	652991.0	ENSP00000414750	88631at9347
ENSG00000124089	MC3R	4159.0	ENSP00000243911	137817at9347
ENSG00000291963	C16orf46	123775.0	ENSP00000517646	170841at9347
ENSG00000101425	BPI	671.0	ENSP00000494528	90934at9347
ENSG00000160185	UBASH3A	53347.0	ENSP00000291535	49830at9347
ENSG00000292248	PKD1L2	114780.0	ENSP00000518197	4393at9347
ENSG00000288149	SYT8	90019.0	ENSP00000500064	130811at9347
ENSG00000100266	PACSIN2	11252.0	ENSP00000263246	76948at9347
ENSG00000124126	PREX1	57580.0	ENSP00000361009	7689at9347
ENSG00000141384	TAF4B	6875.0	ENSP00000269142	68127at9347
ENSG00000136143	SUCLA2	8803.0	ENSP00000494987	91306at9347
ENSG00000160188	RSPH1	89765.0	ENSP00000291536	162958at9347
ENSG00000175065	DSG4	147409.0	ENSP00000311859	24601at9347
ENSG00000004961	HCCS	3052.0	ENSP00000326579	144267at9347
ENSG00000124212	PTGIS	5740.0	ENSP00000244043	95783at9347
ENSG00000134757	DSG3	1830.0	ENSP00000257189	30017at9347
ENSG00000169508	GPR183	1880.0	ENSP00000365596	122950at9347
ENSG00000054803	CBLN4	140689.0	ENSP00000064571	179216at9347
ENSG00000139826	ABHD13	84945.0	ENSP00000365063	127191at9347
ENSG00000160191	PDE9A	5152.0	ENSP00000291539	74866at9347
ENSG00000054793	ATP9A	10079.0	ENSP00000309086	21012at9347
ENSG00000139684	ESD	2098.0	ENSP00000367992	125994at9347
ENSG00000291928	MSRB1	51734.0	ENSP00000517565	191284at9347
ENSG00000118271	TTR	7276.0	ENSP00000477599	193566at9347
ENSG00000291930	NDUFB10	4716.0	ENSP00000517571	183285at9347
ENSG00000100220	RTCB	51493.0	ENSP00000216038	68963at9347
ENSG00000170558	CDH2	1000.0	ENSP00000269141	31570at9347
ENSG00000102468	HTR2A	3356.0	ENSP00000437737	93983at9347
ENSG00000291936	RNF151	146310.0	ENSP00000517585	169704at9347
ENSG00000291938	TBL3	10607.0	ENSP00000517587	32551at9347
ENSG00000125970	RALY	22913.0	ENSP00000364255	137668at9347
ENSG00000083544	TDRD3	81550.0	ENSP00000196169	48261at9347
ENSG00000291939	NOXO1	124056.0	ENSP00000517590	149538at9347
ENSG00000291944	GFER	2671.0	ENSP00000517599	184681at9347
ENSG00000291941	SYNGR3	9143.0	ENSP00000517596	171251at9347
ENSG00000292232	ZNF598	90850.0	ENSP00000518178	54347at9347
ENSG00000101955	SRPX	8406.0	ENSP00000367794	88322at9347
ENSG00000133104	SPART	23111.0	ENSP00000406061	59028at9347
ENSG00000128203	ASPHD2	57168.0	ENSP00000215906	105181at9347
ENSG00000126010	GRPR	2925.0	ENSP00000369643	110389at9347
ENSG00000100104	SRRD	402055.0	ENSP00000215917	136166at9347
ENSG00000089101	CFAP61	26074.0	ENSP00000245957	15810at9347
ENSG00000100109	TFIP11	24144.0	ENSP00000480171	35394at9347
ENSG00000147027	TMEM47	83604.0	ENSP00000275954	180743at9347
ENSG00000166140	ZFYVE19	84936.0	ENSP00000456223	125125at9347
ENSG00000102572	STK24	8428.0	ENSP00000442539	103875at9347
ENSG00000087301	TXNDC16	57544.0	ENSP00000281741	43589at9347
ENSG00000091482	SMPX	23676.0	ENSP00000368808	202883at9347
ENSG00000291973	RPN2	6185.0	ENSP00000517676	58683at9347
ENSG00000291972	GHRH	2691.0	ENSP00000517673	200821at9347
ENSG00000291969	MANBAL	63905.0	ENSP00000517661	202115at9347
ENSG00000291971	SRC	6714.0	ENSP00000517666	63700at9347
ENSG00000133466	C1QTNF6	114904.0	ENSP00000338812	162636at9347
ENSG00000149970	CNKSR2	22866.0	ENSP00000496709	24392at9347
ENSG00000168229	PTGDR	5729.0	ENSP00000303424	152407at9347
ENSG00000141627	DYM	54808.0	ENSP00000501694	56511at9347
ENSG00000278195	SSTR3	6753.0	ENSP00000480971	139219at9347
ENSG00000124216	SNAI1	6615.0	ENSP00000244050	151037at9347
ENSG00000187045	TMPRSS6	164656.0	ENSP00000334962	34875at9347
ENSG00000189139	FSCB	84075.0	ENSP00000344579	63791at9347
ENSG00000100519	PSMC6	5706.0	ENSP00000401802	101386at9347
ENSG00000104081	BMF	90427.0	ENSP00000346697	176971at9347
ENSG00000176624	MEX3C	51320.0	ENSP00000385610	97967at9347
ENSG00000101194	SLC17A9	63910.0	ENSP00000359376	100415at9347
ENSG00000104044	OCA2	4948.0	ENSP00000261276	64149at9347
ENSG00000178235	SLITRK1	114798.0	ENSP00000366288	43364at9347
ENSG00000132965	ALOX5AP	241.0	ENSP00000369858	182484at9347
ENSG00000178473	UCN3	114131.0	ENSP00000369798	203277at9347
ENSG00000032742	IFT88	8100.0	ENSP00000261632	33700at9347
ENSG00000067082	KLF6	1316.0	ENSP00000419923	158259at9347
ENSG00000165629	ATP5F1C	509.0	ENSP00000349142	136082at9347
ENSG00000102445	RUBCNL	80183.0	ENSP00000502252	53528at9347
ENSG00000180998	GPR137C	283554.0	ENSP00000315106	127539at9347
ENSG00000100014	SPECC1L	23384.0	ENSP00000393363	25562at9347
ENSG00000126773	PCNX4	64430.0	ENSP00000384801	19996at9347
ENSG00000125247	TMTC4	84899.0	ENSP00000365408	40642at9347
ENSG00000134146	DPH6	89978.0	ENSP00000256538	156577at9347
ENSG00000197586	ENTPD6	955.0	ENSP00000347084	94356at9347
ENSG00000188277	C15orf62	643338.0	ENSP00000341178	191973at9347
ENSG00000151655	ITIH2	3698.0	ENSP00000351190	28650at9347
ENSG00000166068	SPRED1	161742.0	ENSP00000299084	96779at9347
ENSG00000154001	PPP2R5E	5529.0	ENSP00000337641	93979at9347
ENSG00000133106	EPSTI1	94240.0	ENSP00000318982	170297at9347
ENSG00000100024	UPB1	51733.0	ENSP00000324343	95403at9347
ENSG00000127863	TNFRSF19	55504.0	ENSP00000248484	105427at9347
ENSG00000100028	SNRPD3	6634.0	ENSP00000215829	192963at9347
ENSG00000151468	CCDC3	83643.0	ENSP00000368102	152302at9347
ENSG00000139832	RAB20	55647.0	ENSP00000267328	169507at9347
ENSG00000151657	KIN	22944.0	ENSP00000368881	123604at9347
ENSG00000134905	CARS2	79587.0	ENSP00000257347	84257at9347
ENSG00000284588	ZP2	7783.0	ENSP00000491583	73261at9347
ENSG00000284290	ANKS4B	257629.0	ENSP00000491748	120721at9347
ENSG00000166450	PRTG	283659.0	ENSP00000373937	15425at9347
ENSG00000198252	STYX	6815.0	ENSP00000403214	158502at9347
ENSG00000152464	RPP38	10557.0	ENSP00000367445	160159at9347
ENSG00000284282	POLR3E	55718.0	ENSP00000492263	47698at9347
ENSG00000284161	EEF2K	29904.0	ENSP00000492375	44477at9347
ENSG00000284487	MOSMO	730094.0	ENSP00000491876	186663at9347
ENSG00000284316	PDZD9	255762.0	ENSP00000491386	175035at9347
ENSG00000123243	ITIH5	80760.0	ENSP00000380333	31481at9347
ENSG00000120158	RCL1	10171.0	ENSP00000371169	108510at9347
ENSG00000284548	METTL9	51108.0	ENSP00000492407	138403at9347
ENSG00000036473	OTC	5009.0	ENSP00000039007	111549at9347
ENSG00000283934	IGSF6	10261.0	ENSP00000491064	172518at9347
ENSG00000285443	ZYX	7791.0	ENSP00000494798	139677at9347
ENSG00000126790	L3HYPDH	112849.0	ENSP00000247194	110940at9347
ENSG00000051180	RAD51	5888.0	ENSP00000406602	138768at9347
ENSG00000284816	EPHA1	2041.0	ENSP00000494931	22647at9347
ENSG00000179008	C14orf39	317761.0	ENSP00000324920	89691at9347
ENSG00000284939	OR6B1	135946.0	ENSP00000494805	139116at9347
ENSG00000292264	TCAF2	285966.0	ENSP00000518272	32981at9347
ENSG00000120662	MTRF1	9617.0	ENSP00000368793	105613at9347
ENSG00000134020	PEBP4	157310.0	ENSP00000256404	172520at9347
ENSG00000183354	KIAA2026	158358.0	ENSP00000382815	7568at9347
ENSG00000130701	RBBP8NL	140893.0	ENSP00000252998	80857at9347
ENSG00000260314	MRC1	4360.0	ENSP00000455897	9762at9347
ENSG00000173698	ADGRG2	10149.0	ENSP00000369202	32571at9347
ENSG00000044459	CNTLN	54875.0	ENSP00000370021	25550at9347
ENSG00000100625	SIX4	51804.0	ENSP00000216513	53416at9347
ENSG00000101193	GID8	54994.0	ENSP00000266069	163516at9347
ENSG00000166734	GOLM2	113201.0	ENSP00000299957	103862at9347
ENSG00000188133	TMEM215	401498.0	ENSP00000345468	162103at9347
ENSG00000176399	DMRTA1	63951.0	ENSP00000319651	103354at9347
ENSG00000147874	HAUS6	54801.0	ENSP00000369871	43820at9347
ENSG00000107611	CUBN	8029.0	ENSP00000367064	824at9347
ENSG00000100614	PPM1A	5494.0	ENSP00000327255	98278at9347
ENSG00000102760	RGCC	28984.0	ENSP00000368664	199642at9347
ENSG00000102763	VWA8	23078.0	ENSP00000368612	4848at9347
ENSG00000151838	CCDC175	729665.0	ENSP00000453940	59587at9347
ENSG00000198791	CNOT7	29883.0	ENSP00000355279	130081at9347
ENSG00000100330	MTMR3	8897.0	ENSP00000384651	14983at9347
ENSG00000101365	IDH3B	3420.0	ENSP00000482773	105751at9347
ENSG00000185634	SHC4	399694.0	ENSP00000329668	53063at9347
ENSG00000122692	SMU1	55234.0	ENSP00000380336	68426at9347
ENSG00000107614	TRDMT1	1787.0	ENSP00000367030	103288at9347
ENSG00000160207	HSF2BP	11077.0	ENSP00000291560	138766at9347
ENSG00000164985	PSIP1	11168.0	ENSP00000370114	122589at9347
ENSG00000274429	DLG5	9231.0	ENSP00000484894	6053at9347
ENSG00000100731	PCNX1	22990.0	ENSP00000304192	3141at9347
ENSG00000138613	APH1B	83464.0	ENSP00000261879	160443at9347
ENSG00000179388	EGR3	1960.0	ENSP00000318057	91563at9347
ENSG00000139679	LPAR6	10161.0	ENSP00000367691	126074at9347
ENSG00000142182	DNMT3L	29947.0	ENSP00000486001	112150at9347
ENSG00000285250	MSRA	4482.0	ENSP00000493848	157002at9347
ENSG00000125977	EIF2S2	8894.0	ENSP00000364119	138102at9347
ENSG00000160224	AIRE	326.0	ENSP00000291582	90602at9347
ENSG00000165474	GJB2	2706.0	ENSP00000372295	158357at9347
ENSG00000121742	GJB6	10804.0	ENSP00000241124	142902at9347
ENSG00000148481	MINDY3	80013.0	ENSP00000277632	87273at9347
ENSG00000104714	ERICH1	157697.0	ENSP00000262109	192013at9347
ENSG00000154930	ACSS1	84532.0	ENSP00000316924	51577at9347
ENSG00000155975	VPS37A	137492.0	ENSP00000318629	124533at9347
ENSG00000121741	ZMYM2	7750.0	ENSP00000372327	10709at9347
ENSG00000285327	XKR5	389610.0	ENSP00000495318	142860at9347
ENSG00000137074	APTX	54840.0	ENSP00000369153	117942at9347
ENSG00000165309	ARMC3	219681.0	ENSP00000298032	42581at9347
ENSG00000133454	MYO18B	84700.0	ENSP00000441229	3768at9347
ENSG00000020426	MNAT1	4331.0	ENSP00000261245	137027at9347
ENSG00000159167	STC1	6781.0	ENSP00000290271	157034at9347
ENSG00000285132	CTSB	1508.0	ENSP00000518426	113527at9347
ENSG00000137770	CTDSPL2	51496.0	ENSP00000260327	85836at9347
ENSG00000104228	TRIM35	23087.0	ENSP00000301924	85993at9347
ENSG00000158470	B4GALT5	9334.0	ENSP00000360776	103403at9347
ENSG00000198042	MAK16	84549.0	ENSP00000353246	167803at9347
ENSG00000179476	C14orf28	122525.0	ENSP00000326846	114788at9347
ENSG00000284967	FDFT1	2222.0	ENSP00000518475	90507at9347
ENSG00000160226	CFAP410	755.0	ENSP00000344566	171791at9347
ENSG00000292286	NEIL2	252969.0	ENSP00000518488	153257at9347
ENSG00000147421	HMBOX1	79618.0	ENSP00000287701	108872at9347
ENSG00000157456	CCNB2	9133.0	ENSP00000288207	104127at9347
ENSG00000285369	BLK	640.0	ENSP00000494522	66584at9347
ENSG00000292288	FAM167A	83648.0	ENSP00000518496	185057at9347
ENSG00000150456	EEF1AKMT1	221143.0	ENSP00000372206	166845at9347
ENSG00000285032	MTMR9	66036.0	ENSP00000495551	60161at9347
ENSG00000284927	XKR6	286046.0	ENSP00000518504	61305at9347
ENSG00000284764	PINX1	54984.0	ENSP00000495173	168141at9347
ENSG00000150457	LATS2	26524.0	ENSP00000372035	28076at9347
ENSG00000292297	RP1L1	94137.0	ENSP00000518514	33316at9347
ENSG00000160233	LRRC3	81543.0	ENSP00000291592	163894at9347
ENSG00000285147	C8orf74	203076.0	ENSP00000495308	158972at9347
ENSG00000101115	SALL4	57167.0	ENSP00000217086	28461at9347
ENSG00000175894	TSPEAR	54084.0	ENSP00000321987	58030at9347
ENSG00000285141	PRSS55	203074.0	ENSP00000493466	144637at9347
ENSG00000151849	CENPJ	55835.0	ENSP00000371308	22483at9347
ENSG00000166200	COPS2	9318.0	ENSP00000373553	91565at9347
ENSG00000101144	BMP7	655.0	ENSP00000379204	88292at9347
ENSG00000285343	PPP1R3B	79660.0	ENSP00000493491	134959at9347
ENSG00000292301	ERI1	90459.0	ENSP00000518539	122147at9347
ENSG00000285022	MFHAS1	9258.0	ENSP00000493730	20765at9347
ENSG00000285098	CLDN23	137075.0	ENSP00000495091	145738at9347
ENSG00000292308	PRAG1	157285.0	ENSP00000518548	21123at9347
ENSG00000132631	SCP2D1	140856.0	ENSP00000366645	183253at9347
ENSG00000050130	JKAMP	51528.0	ENSP00000479775	133690at9347
ENSG00000179242	CDH4	1002.0	ENSP00000484928	31202at9347
ENSG00000100359	SGSM3	27352.0	ENSP00000248929	38242at9347
ENSG00000172728	FUT10	84750.0	ENSP00000332757	75377at9347
ENSG00000204740	MALRD1	340895.0	ENSP00000412763	3145at9347
ENSG00000285397	FAM86B2	128966622.0	ENSP00000494637	122768at9347
ENSG00000285360	LONRF1	91694.0	ENSP00000495374	47983at9347
ENSG00000156687	UNC5D	137970.0	ENSP00000385143	22287at9347
ENSG00000180730	SHISA2	387914.0	ENSP00000313079	150374at9347
ENSG00000133105	RXFP2	122042.0	ENSP00000298386	49217at9347
ENSG00000148488	ST8SIA6	338596.0	ENSP00000366827	110133at9347
ENSG00000284872	TRMT9B	57604.0	ENSP00000496345	96947at9347
ENSG00000183255	PTTG1IP	754.0	ENSP00000328325	197577at9347
ENSG00000284980	AGPAT5	55326.0	ENSP00000495562	109278at9347
ENSG00000101079	NDRG3	57446.0	ENSP00000362909	115714at9347
ENSG00000136750	GAD2	2572.0	ENSP00000365437	55442at9347
ENSG00000164989	CCDC171	203238.0	ENSP00000370077	16089at9347
ENSG00000131831	RAI2	10742.0	ENSP00000353106	104591at9347
ENSG00000186866	POFUT2	23275.0	ENSP00000329682	90641at9347
ENSG00000137776	SLTM	79811.0	ENSP00000369887	56749at9347
ENSG00000180008	SOCS4	122809.0	ENSP00000378855	111975at9347
ENSG00000038945	MSR1	4481.0	ENSP00000262101	98635at9347
ENSG00000150051	MKX	283078.0	ENSP00000364946	124138at9347
ENSG00000281518	FOXO6	100132074.0	ENSP00000493960	137897at9347
ENSG00000100647	SUSD6	9766.0	ENSP00000344424	139569at9347
ENSG00000153714	LURAP1L	286343.0	ENSP00000321026	184543at9347
ENSG00000263761	GDF2	2658.0	ENSP00000463051	108555at9347
ENSG00000169906	S100G	795.0	ENSP00000369547	201871at9347
ENSG00000169126	ODAD2	55130.0	ENSP00000306410	19977at9347
ENSG00000183570	PCBP3	54039.0	ENSP00000383168	110371at9347
ENSG00000086102	NFX1	4799.0	ENSP00000368856	16303at9347
ENSG00000102218	RP2	6102.0	ENSP00000218340	120981at9347
ENSG00000087510	TFAP2C	7022.0	ENSP00000201031	99473at9347
ENSG00000184402	SS18L1	26039.0	ENSP00000333012	176215at9347
ENSG00000101361	NOP56	10528.0	ENSP00000370589	93264at9347
ENSG00000138593	SECISBP2L	9728.0	ENSP00000453854	23295at9347
ENSG00000102098	SCML2	10389.0	ENSP00000251900	42419at9347
ENSG00000077943	ITGA8	8516.0	ENSP00000367316	21403at9347
ENSG00000170345	FOS	2353.0	ENSP00000306245	129237at9347
ENSG00000189306	RRP7A	27341.0	ENSP00000321449	156409at9347
ENSG00000183690	EFHC2	80258.0	ENSP00000404232	53233at9347
ENSG00000107105	ELAVL2	1993.0	ENSP00000369453	107515at9347
ENSG00000175985	PLEKHD1	400224.0	ENSP00000317175	109401at9347
ENSG00000148482	SLC39A12	221074.0	ENSP00000366591	56060at9347
ENSG00000278191	CARS1	833.0	ENSP00000482336	35003at9347
ENSG00000100246	DNAL4	10126.0	ENSP00000216068	193603at9347
ENSG00000180182	MED14	9282.0	ENSP00000323720	10612at9347
ENSG00000103657	HERC1	8925.0	ENSP00000390158	434at9347
ENSG00000183741	CBX6	23466.0	ENSP00000384490	147804at9347
ENSG00000273562	NAP1L4	4676.0	ENSP00000483728	131834at9347
ENSG00000137106	GRHPR	9380.0	ENSP00000313432	125404at9347
ENSG00000276130	SLC22A18	5002.0	ENSP00000482330	130041at9347
ENSG00000101096	NFATC2	4773.0	ENSP00000360619	30629at9347
ENSG00000177669	MBOAT4	619373.0	ENSP00000314196	114254at9347
ENSG00000172671	ZFAND4	93550.0	ENSP00000339484	51173at9347
ENSG00000188779	SKOR1	390598.0	ENSP00000451193	53997at9347
ENSG00000165898	ISCA2	122961.0	ENSP00000452007	188141at9347
ENSG00000100324	TAB1	10454.0	ENSP00000216160	80575at9347
ENSG00000104660	LEPROTL1	23484.0	ENSP00000314625	189336at9347
ENSG00000122033	MTIF3	219402.0	ENSP00000370508	154513at9347
ENSG00000123171	CCDC70	83446.0	ENSP00000242819	189987at9347
ENSG00000137880	GCHFR	2644.0	ENSP00000260447	198728at9347
ENSG00000125245	GPR18	2841.0	ENSP00000380610	146391at9347
ENSG00000128268	MGAT3	4248.0	ENSP00000345270	72082at9347
ENSG00000132938	MTUS2	23281.0	ENSP00000483729	50037at9347
ENSG00000196074	SYCP2	10388.0	ENSP00000350162	14750at9347
ENSG00000074410	CA12	771.0	ENSP00000178638	130376at9347
ENSG00000042317	SPATA7	55812.0	ENSP00000451128	68386at9347
ENSG00000120907	ADRA1A	148.0	ENSP00000369960	70939at9347
ENSG00000102524	TNFSF13B	10673.0	ENSP00000389540	165415at9347
ENSG00000165186	PTCHD1	139411.0	ENSP00000368666	29762at9347
ENSG00000169895	SYAP1	94056.0	ENSP00000369500	154956at9347
ENSG00000133878	DUSP26	78986.0	ENSP00000256261	172459at9347
ENSG00000167034	NKX3-1	4824.0	ENSP00000370253	183630at9347
ENSG00000127870	RNF6	6049.0	ENSP00000342121	72411at9347
ENSG00000187051	RPS19BP1	91582.0	ENSP00000333948	198136at9347
ENSG00000273831	LRRC56	115399.0	ENSP00000477831	118150at9347
ENSG00000274780	PHRF1	57661.0	ENSP00000483129	43415at9347
ENSG00000275873	LMNTD2	256329.0	ENSP00000478197	145652at9347
ENSG00000157578	LCA5L	150082.0	ENSP00000370046	121913at9347
ENSG00000132932	ATP8A2	51761.0	ENSP00000371070	15209at9347
ENSG00000276230	RNH1	6050.0	ENSP00000480036	109860at9347
ENSG00000130702	LAMA5	3911.0	ENSP00000252999	915at9347
ENSG00000276561	IRF7	3665.0	ENSP00000488666	128851at9347
ENSG00000104219	ZDHHC2	51201.0	ENSP00000262096	124415at9347
ENSG00000273859	RASSF7	8045.0	ENSP00000487623	154604at9347
ENSG00000273572	CDHR5	53841.0	ENSP00000488376	125156at9347
ENSG00000168300	PCMTD1	115294.0	ENSP00000353739	125084at9347
ENSG00000282367	PTDSS2	81490.0	ENSP00000488064	88258at9347
ENSG00000198718	TOGARAM1	23116.0	ENSP00000355045	7547at9347
ENSG00000104765	BNIP3L	665.0	ENSP00000370003	184538at9347
ENSG00000151835	SACS	26278.0	ENSP00000385844	337at9347
ENSG00000151023	ENKUR	219670.0	ENSP00000331044	154082at9347
ENSG00000136770	DNAJC1	64215.0	ENSP00000366179	111227at9347
ENSG00000166233	ARIH1	25820.0	ENSP00000369217	76299at9347
ENSG00000149657	LSM14B	149986.0	ENSP00000279068	151885at9347
ENSG00000053770	AP5M1	55745.0	ENSP00000261558	83062at9347
ENSG00000165443	PHYHIPL	84457.0	ENSP00000362987	106087at9347
ENSG00000197892	KIF13B	23303.0	ENSP00000427900	5808at9347
ENSG00000087495	PHACTR3	116154.0	ENSP00000353002	105893at9347
ENSG00000160285	LSS	4047.0	ENSP00000348762	42591at9347
ENSG00000165548	TMEM63C	57156.0	ENSP00000298351	37968at9347
ENSG00000265203	RBP3	5949.0	ENSP00000463151	15137at9347
ENSG00000137841	PLCB2	5330.0	ENSP00000260402	23416at9347
ENSG00000102805	CLN5	1203.0	ENSP00000490181	133888at9347
ENSG00000165322	ARHGAP12	94134.0	ENSP00000310984	36835at9347
ENSG00000124479	NDP	4693.0	ENSP00000495972	191319at9347
ENSG00000243156	MICAL3	57553.0	ENSP00000416015	8881at9347
ENSG00000005812	FBXL3	26224.0	ENSP00000347834	94904at9347
ENSG00000125378	BMP4	652.0	ENSP00000245451	100072at9347
ENSG00000253309	SERPINE3	647174.0	ENSP00000430755	124527at9347
ENSG00000104671	DCTN6	10671.0	ENSP00000221114	175152at9347
ENSG00000167930	FAM234A	83986.0	ENSP00000499529	75656at9347
ENSG00000171885	AQP4	361.0	ENSP00000372654	130608at9347
ENSG00000155659	VSIG4	11326.0	ENSP00000363869	161564at9347
ENSG00000100650	SRSF5	6430.0	ENSP00000452123	185657at9347
ENSG00000174227	PIGG	54872.0	ENSP00000311750	33231at9347
ENSG00000160282	FTCD	10841.0	ENSP00000291670	82228at9347
ENSG00000137809	ITGA11	22801.0	ENSP00000403392	13888at9347
ENSG00000134440	NARS1	4677.0	ENSP00000256854	57990at9347
ENSG00000102221	JADE3	9767.0	ENSP00000481850	34368at9347
ENSG00000262607	IQSEC3	440073.0	ENSP00000461496	29167at9347
ENSG00000125255	SLC10A2	6555.0	ENSP00000245312	140997at9347
ENSG00000129988	LBP	3929.0	ENSP00000217407	114137at9347
ENSG00000159267	HLCS	3141.0	ENSP00000502087	48387at9347
ENSG00000134864	GGACT	87769.0	ENSP00000365426	188763at9347
ENSG00000033170	FUT8	2530.0	ENSP00000353910	57169at9347
ENSG00000165300	SLITRK5	26050.0	ENSP00000366283	41702at9347
ENSG00000180509	KCNE1	3753.0	ENSP00000412498	191913at9347
ENSG00000196227	FAM217B	63939.0	ENSP00000351040	153270at9347
ENSG00000074696	HACD3	51495.0	ENSP00000261875	123792at9347
ENSG00000164151	ICE1	23379.0	ENSP00000296564	5139at9347
ENSG00000155621	C9orf85	138241.0	ENSP00000334289	195284at9347
ENSG00000266524	GDF10	2662.0	ENSP00000464145	99736at9347
ENSG00000197217	ENTPD4	9583.0	ENSP00000348536	53107at9347
ENSG00000262145	ATP23	91419.0	ENSP00000460944	159907at9347
ENSG00000274588	DGKK	139189.0	ENSP00000477515	24289at9347
